D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.007743833,3.062349819,9749.754661,3989.203199,214.8541995,0.137744311,1727.428587
0.007744743,15.21878316,12917.63859,2611.815656,287.8445968,0.362430187,264.5437068
0.007745449,5.887929498,12993.1058,4113.642644,268.0557805,0.273291832,981.1509039
0.007746832,5.878263145,13125.36177,1045.285766,220.3226493,0.500010917,350.1701872
0.007748078,0.976732212,6892.289761,981.3432221,126.1431754,0.385095761,2724.819503
0.007748632,2.094692442,2685.834105,604.0019291,105.8023555,0.848663311,1125.318709
0.007748741,5.1109809,15222.89553,2767.429336,258.4075497,0.243346741,787.8954946
0.007748955,10.40468361,6707.468723,2064.852088,146.8469091,0.540463437,558.1620449
0.007749522,5.96280997,2026.429905,752.8285952,110.0587271,0.782226484,485.1831895
0.007751569,3.031676497,17364.58298,2042.7376,340.3112979,0.379636371,562.1704746
0.007752457,0.25183779,11664.76097,1897.855979,228.9917495,-0.156484559,5618.288494
0.007752898,2.455083687,14976.21312,2035.041569,299.5820247,0.230078812,787.5912757
0.00775433,2.21367767,1733.409734,855.0477153,138.0271862,0.644311803,1219.03143
0.007754678,6.443342464,9719.769658,2030.123065,191.1892451,0.339341565,651.5848318
0.00775764,2.905964732,14675.50125,1055.696998,232.4290239,0.442948753,653.3833141
0.007757816,0.243230092,10593.30868,1514.922229,94.40672603,-0.235961072,8082.28518
0.007758273,2.552819167,9164.576657,4040.657953,264.96711,0.168700353,1508.902904
0.007759175,1.554393307,5108.212533,1626.883547,190.0458278,0.515726117,2342.042404
0.007759538,3.115501912,9968.923632,1948.432417,218.4738177,0.303203149,1243.728948
0.007760002,1.038221908,9049.553195,1482.88398,236.4852545,0.285692979,1993.204308
0.007760096,2.944927825,9985.1548,2146.928738,166.5994964,0.300047839,1399.262116
0.007760126,2.098904848,2727.418422,596.940575,113.9183589,0.873632725,1183.351085
0.007760392,1.002220961,9491.320032,473.0055511,203.2387398,0.65518747,1419.61782
0.007761523,2.017148197,11461.82968,1476.105624,319.1548471,0.378958614,746.3016688
0.007762713,2.087536077,654.2123027,1121.082299,117.6200777,0.355229795,945.6101887
0.007766868,0.252755241,14096.03143,2929.665704,251.6458691,-0.228129247,6284.968633
0.007769493,2.460955208,14327.4708,2630.434017,259.9349437,0.152642402,1339.889297
0.007773245,6.079952085,4703.66582,1560.460186,218.9969737,0.582083784,593.5344584
0.007773332,1.575413757,18405.77052,2290.569894,302.6257023,0.132700866,1421.370763
0.007774063,1.808850769,7198.871538,3784.643072,206.8549532,0.157993156,2737.004871
0.007775437,1.048178099,6924.453365,3927.219593,178.8430553,0,3818.731757
0.007777516,1.019840508,13786.57089,1035.689279,223.6956103,0.194636781,1619.087176
0.007777898,1.61225842,14305.15227,3130.201853,282.1804153,0.11214875,1748.909775
0.007777997,2.792171638,6880.337988,3905.469009,140.8286303,0.137520983,2283.804434
0.007780241,0.98227545,14242.83239,499.2273621,134.2853204,0.440472603,1408.180854
0.007780508,3.021552029,9588.747387,2095.695212,109.8295353,0.23296762,1666.642014
0.007781042,0.976263775,6930.559243,1067.208579,161.8452837,0.448574907,2475.395766
0.007781257,1.644269627,9553.634111,2244.816463,278.7791623,0.292317807,1544.921917
0.007781321,2.624114302,14408.13049,6079.927424,319.2556311,0.179593966,1816.994103
0.007781677,3.44274859,12360.64885,1954.571404,90.13822386,0.171245632,1535.725747
0.00778403,10.73420191,18289.37294,1474.109828,262.2119827,0.414800068,263.8901238
0.007785432,2.087950159,8096.964898,1461.55396,177.814347,0.452698632,1701.280436
0.007785701,2.012285533,18055.53255,1422.527478,98.8910541,-0.053454598,1814.123823
0.007786263,0.368125007,509.6881009,4858.822437,29.7120158,-0.088757484,8067.275294
0.007786447,5.909683732,18494.31714,4062.97993,341.7509052,0.499575827,641.8638889
0.007787046,5.905220076,17295.53568,1268.882887,353.5315967,0.416423968,180.500958
0.007787118,1.052323096,9747.087416,966.0213413,261.9173816,0.451663652,1804.418604
0.00778735,0.238595451,520.758045,4141.79358,74.46712392,-0.044058371,7508.532806
0.007787436,1.661176508,16971.45053,3725.388362,337.7698864,0.212380656,1745.657911
0.007788761,0.973599641,9889.219945,3971.124966,178.1064971,-0.021925964,4425.806839
0.007788894,1.011844601,492.1075194,202.1271701,47.53028449,0.697158659,822.2780185
0.007789557,5.970195785,9599.415277,2027.167106,193.5138733,0.342799678,641.1100838
0.007789595,3.802097786,17769.27735,3771.788317,276.3211636,0.254360256,1181.12602
0.007790209,5.840166671,14153.38537,473.5226811,235.3614552,0.568093639,195.3649484
0.007791246,3.119681493,16762.78015,1952.584614,142.2232916,0.143107146,1599.321811
0.00779148,0.410590009,934.2519371,4566.766306,37.57142472,-0.1076163,9821.765535
0.007792621,1.037253071,10005.83217,531.2347346,208.4293214,0.653504103,1369.442994
0.007793744,1.547850956,10240.57263,2215.788653,130.382019,0.127756916,2762.471662
0.007794491,0.752694123,7896.647514,3246.018009,214.2248513,0.051168024,3764.839132
0.007794787,7.067637285,17644.12678,1885.853297,309.1207656,0.39968882,381.2013195
0.007794846,3.095656832,18887.87979,487.088648,161.2535239,0.527248583,502.2083405
0.007796391,0.984498727,13639.577,2043.200812,120.1721204,-0.134589214,3522.458371
0.007796787,1.00581427,9808.116259,1911.812914,211.3523739,0.168085731,2782.515437
0.0077968,0.256893074,13600.523,1516.064741,221.4467394,-0.188151799,4916.080305
0.007797214,2.865088564,9782.970086,505.6701086,140.2700433,0.925639053,664.8128847
0.007798588,1.555436097,14846.08717,1647.855432,165.8609368,0.079554418,1888.179834
0.00779975,0.774510851,10002.34835,1625.275039,115.5611257,0.069197935,4034.980445
0.0078009,0.919600465,6799.583945,4108.133414,205.9397166,0.030864797,3205.13596
0.007801766,5.954252184,13254.05118,1844.868252,75.64084751,0.202977171,1016.492342
0.007802093,0.786472458,13207.27135,982.1011282,290.6604454,0.216530836,1497.454427
0.007802187,1.791666063,9812.257291,3792.230662,295.0731615,0.185690582,1655.14473
0.007803875,6.135574191,15180.69423,2733.937882,278.1928871,0.334245511,726.9648044
0.007803881,0.982130161,14296.13105,3743.719094,127.6524336,-0.196019524,6815.339823
0.007804647,3.426143187,14072.05222,2012.437865,157.4242787,0.176057299,1238.330044
0.00780498,3.403363184,14249.31767,1015.777559,267.4695307,0.425432341,489.6661392
0.007807091,2.078883353,2780.107708,475.3537686,95.39546954,0.939639712,940.1344719
0.007808355,2.82835002,13646.88913,952.4596798,293.4220895,0.477497548,530.2143523
0.007809655,2.098423302,14056.59261,1591.727114,241.6167412,0.252078266,1072.079723
0.007811763,1.60242816,14596.58218,1677.326745,234.0160606,0.123175133,1494.542279
0.007812206,1.952448593,17425.70455,3198.369979,313.8325767,0.199115053,1373.913836
0.007812235,2.5024517,12844.66131,2695.218342,234.5458254,0.121730191,1554.661379
0.007813529,2.927335795,10256.14266,3828.822021,132.3094062,0.071440558,2275.735826
0.00781379,3.007106764,17310.54747,518.0439882,151.9924683,0.576180827,535.8160145
0.007814775,1.037802764,17669.77658,1026.212586,180.7593396,-0.077073717,1700.445557
0.007815201,0.74967087,4832.950238,2245.153769,241.6276213,0.273351092,3331.20875
0.007818974,3.483284715,7927.423548,2017.262151,263.4125008,0.49380174,974.0753939
0.007819312,5.970968622,14597.18051,1529.035458,316.9038449,0.360673531,227.8288526
0.007819648,0.956703976,9997.818434,4209.317334,129.4467152,-0.081497659,6023.031655
0.007819652,2.835014659,14448.15274,242.2979837,234.5956898,0.976570329,262.0742977
0.007820242,3.06521326,13904.59661,2031.292737,312.0038829,0.296820306,555.634759
0.007821259,0.988442303,6979.358273,2054.473427,115.6591239,0.163982427,3977.528432
0.007821499,1.956787279,5681.434464,1437.217452,210.3829741,0.562537112,1618.666542
0.007822785,4.960171571,9738.127549,957.4889403,215.6976046,0.576861473,520.9283588
0.007824158,2.554880141,11732.66001,1250.803612,282.4327026,0.406567995,719.885142
0.007824779,7.122726726,18696.52529,1842.289629,101.7689996,0.317992425,809.5663502
0.007825261,2.467329115,17865.87283,2797.64733,290.3150353,0.239134289,1289.441943
0.007827715,1.023875914,10002.58643,505.3573649,130.9433236,0.631623004,1700.403949
0.007827786,1.569788907,3048.879106,1610.407866,156.1117848,0.532153518,2540.163469
0.007828531,6.117088135,7404.739516,4059.205781,194.5264687,0.339042688,1152.131399
0.007829638,1.646830507,15346.55003,1103.873443,274.4286267,0.232300517,924.7660437
0.00783055,1.054387217,9533.472919,1985.808005,94.36760721,-0.016312302,3976.393452
0.007831421,1.946893361,1406.307292,386.9682981,127.5364049,0.8770994,735.0460842
0.007831836,5.916407679,15338.3666,1035.133572,77.63964079,0.403887928,530.7360009
0.007832155,3.031328576,15822.05866,748.3238372,258.730541,0.506154725,537.9660016
0.007832267,3.167616662,1077.350199,1330.79909,127.7809891,0.413814362,899.498559
0.007833174,3.077413572,17301.25431,499.2186245,206.5798862,0.496880727,414.917589
0.007833703,3.414782759,13092.30857,1986.267625,303.6667975,0.311574899,668.5491939
0.007834937,2.97705205,18446.36429,1847.385108,309.4414459,0.313289532,781.1859781
0.007835542,2.994792046,17126.29817,1051.982593,251.6795294,0.320934458,628.4694474
0.007835552,0.917825794,7104.108739,2094.511858,151.7000063,0.164735321,3342.653747
0.007837423,3.021944423,13217.86054,1093.619751,164.434544,0.373677623,954.0864901
0.007838491,1.015983496,15310.83859,2755.104683,294.9325708,0.030894916,2459.8282
0.007839733,1.659419711,15601.82423,3887.198714,285.9514176,0.145305519,2157.218712
0.007841456,3.688503602,3049.184619,3075.898761,227.9310825,0.367434435,1213.466553
0.00784166,1.616339445,12798.1516,2668.299259,219.5762566,0.088560486,2104.028774
0.00784202,3.537482362,14276.51364,2007.546131,79.40037381,0.13757157,1570.993046
0.00784239,0.959333744,1939.568285,995.0502929,174.6479922,0.601418004,2562.132688
0.007842488,2.125175846,5651.574015,2091.70819,207.7775261,0.467205785,1981.846982
0.007844804,3.145626163,10386.05475,2064.522185,306.8355272,0.341941094,737.7186387
0.007848455,2.634747522,8139.201114,1574.029897,207.9424987,0.454145467,1275.62496
0.007849388,0.980547556,13784.65279,1974.840779,212.5003431,0.051782093,2961.400868
0.007850471,5.88316626,17156.94799,2023.566166,252.6378766,0.329995967,554.9713751
0.007851044,3.006716521,13471.72366,3920.276151,261.9407342,0.166375471,1606.280457
0.007851296,2.041455443,17587.06175,1606.01764,342.1667268,0.341327675,573.694085
0.00785238,3.738258971,3010.184401,1024.45354,133.1159603,0.712382964,898.3464676
0.007852631,0.390664712,1049.40895,4996.786378,75.89425385,-0.053531756,8105.440014
0.007853215,0.737037476,2901.088216,2607.953611,206.5857476,0.257823886,4312.165144
0.007854708,5.913860232,13942.40061,525.3767624,251.1217093,0.563535559,183.4096605
0.007854768,1.010503053,17669.47651,464.2353982,180.0979733,0.130523249,1033.107267
0.007854822,3.552267772,4063.473318,2030.383922,229.158674,0.529521873,1009.447575
0.007855315,3.005372269,6791.565751,1083.856642,129.9840728,0.734021885,1281.366216
0.007855586,5.60272106,9652.013119,2031.001577,229.135049,0.403679403,699.0576749
0.007856723,1.706646176,10351.58943,7615.491693,237.0690723,0.046386154,3934.062612
0.007856765,1.03575331,6796.120475,490.147468,73.70594224,0.781323299,1956.988531
0.007857127,1.032644937,17800.67812,990.0506538,318.733343,0.222464457,893.6505483
0.007858758,3.646460386,15774.57264,1289.497971,332.2954287,0.426456234,335.0174328
0.007860197,1.632948378,9589.446875,3451.321363,254.8532005,0.166611422,1858.431888
0.00786087,6.17964182,16116.43278,2126.365134,118.7705344,0.271743562,881.6105682
0.007861268,3.025774807,9754.496542,2056.337431,119.2919704,0.248344744,1633.817467
0.007862249,1.650113253,12168.58816,4210.348607,301.5741101,0.141334437,1439.580881
0.007862283,0.798325842,4816.375085,2837.027868,197.1733688,0.166282511,4128.373342
0.007862307,0.968181848,6947.27556,1520.5529,76.72659113,0.163008523,3905.644106
0.007862336,5.045370115,13342.50021,1538.597207,257.3960647,0.34871516,472.7205699
0.007862547,2.075318315,1225.920274,298.4430249,102.2423932,0.938535137,615.9106582
0.007863105,3.372988741,13341.9726,945.4394565,224.5539382,0.484386,576.6781326
0.007863125,0.954980486,9819.977572,971.0377823,144.0124289,0.290204908,2397.15981
0.007863694,2.992272249,17609.81159,1007.421635,120.6114394,0.229525501,888.2210851
0.007863953,3.917800462,15431.52617,975.2899128,250.30723,0.401003709,435.8788138
0.007864178,2.053751053,9826.895122,981.8637992,156.9158157,0.512540088,1413.014401
0.00786642,0.969467071,17105.98982,3955.20781,287.4220464,-0.056531605,3467.566249
0.007867195,5.363834658,15619.33828,1013.750844,61.04058739,0.35126735,625.9807744
0.007868249,3.062881993,17663.34915,953.7064532,150.2971578,0.246219826,845.3197316
0.007868362,0.976105011,9838.690995,498.5864672,264.7575099,0.691467952,1261.863826
0.007869728,3.287680642,14564.46003,941.3210738,272.435177,0.453329718,485.5319066
0.007870459,0.991996961,9554.16884,499.8369929,150.8088691,0.650352034,1481.768682
0.007870674,5.198115957,19109.48451,1467.204441,154.9380779,0.324343543,779.737382
0.007871166,5.274025896,17719.85586,1479.545353,116.3616742,0.246322729,806.0395052
0.007871478,1.602902905,15084.57785,2705.760543,229.9396526,0.054653136,2156.966718
0.007871807,2.857850733,6691.677859,4046.945119,119.1844975,0.11494403,2592.970764
0.007872802,2.408928363,14478.35935,3274.738824,257.8936752,0.127737728,1581.703849
0.007873934,1.035016532,14384.28139,1027.443453,201.5506578,0.18311021,1919.896429
0.007874729,3.010933072,9902.416852,1994.383459,182.6205372,0.276054165,1326.419982
0.007874818,2.647772566,14261.33774,5101.270846,313.7296074,0.213136531,1515.023698
0.007875688,1.671093024,10419.96575,2099.586541,269.5177444,0.336653812,1530.403517
0.007876313,2.810587548,13786.8745,3804.797288,307.4085489,0.25135988,1223.245889
0.007876623,10.86434182,14205.5749,2041.821155,116.8083459,0.311456504,497.002655
0.007876672,1.520111043,7835.239073,1646.875486,169.0097786,0.364428581,2185.668935
0.007876984,5.7328698,4978.667228,1570.04758,157.3451006,0.590691865,736.7804156
0.007877298,4.98437545,18146.90673,2218.191496,290.3576462,0.309829711,623.5358722
0.007877849,2.43812796,13919.83753,996.783461,181.2567774,0.284456154,925.2095651
0.007878334,1.577390161,299.0675649,57.39344819,28.03410606,0.739705685,154.0074707
0.007878514,0.998087502,14110.21966,2027.046225,99.44231161,-0.110556058,3931.999606
0.007878515,2.426859533,13092.04404,2520.686637,299.4246427,0.216348179,841.9271516
0.007878997,0.99755432,3039.374326,3973.064833,184.7768437,0.169173153,3833.73733
0.007880736,0.785673115,9508.952409,981.9676256,71.18488131,0.14595337,3129.094286
0.007881599,2.968850616,12059.75468,2637.435257,294.4131498,0.226236897,967.7694118
0.007883924,3.044428936,18336.26539,484.359433,328.5870389,0.598272075,219.4109282
0.007886651,1.054028213,15671.09765,2653.973819,323.7795639,0.110691235,1656.754399
0.007886664,10.89034366,6912.825821,978.0879674,196.1345193,0.851868856,314.4397419
0.007886744,5.213040663,10046.06456,496.6476547,217.530228,0.876249526,342.6676468
0.007887551,2.74404507,9399.089767,4075.034742,208.2690426,0.142418395,1907.508434
0.00788783,5.197604676,17565.41317,1454.36261,345.3465707,0.385296336,260.0822566
0.007887894,2.986699771,17410.00497,2087.148052,171.5654181,0.05953184,1393.535381
0.007888209,3.768708723,2905.601699,1949.521941,226.246237,0.48002308,961.7183853
0.007888331,1.941301523,10328.75315,1015.57057,291.3665725,0.576518316,806.8288106
0.007888759,2.979527137,13488.14917,1985.227808,85.50337093,0.10400213,1779.803722
0.007889982,1.020072556,10360.06627,1954.742112,238.1100894,0.131592691,1961.107333
0.007890268,3.417849995,2981.250267,1044.514768,83.73191315,0.675536734,1123.847531
0.007890287,1.54417654,15077.75026,3089.098901,313.2690409,0.150298122,1427.675958
0.007891755,1.912117599,6079.853467,1461.019575,204.0919706,0.555711326,1678.394259
0.00789186,1.012014442,13683.59255,1057.537298,282.3005396,0.310971292,1275.601238
0.007892608,2.047871042,13194.27872,6155.91403,315.4544183,0.230340209,1911.203752
0.007895297,0.814840367,9485.854898,993.1862642,264.8024472,0.406488575,2040.935109
0.007897705,0.253801019,6420.990645,2139.804056,116.974982,-0.136079421,8234.468985
0.007898601,0.804048619,2967.829123,2224.801109,181.3654944,0.282512461,4105.305032
0.007899065,3.664724088,7234.488489,1984.068429,257.6287497,0.504122567,898.7687072
0.007899336,5.144154093,13855.89951,1640.831711,174.1460622,0.272489499,702.7377386
0.007900596,0.782994291,14660.42963,993.370912,316.9440446,0.218863199,1082.493462
0.007900933,1.966501895,17067.46833,3378.972098,266.3213131,0.042576794,2173.98598
0.007901019,1.501474579,13121.76336,2210.470613,134.5300873,0.019764662,2802.321521
0.007901736,1.673533819,9566.106222,4580.586013,269.7933362,0.100817507,2218.970004
0.007905177,7.43806988,17112.68485,1485.712488,77.85061608,0.306503536,657.0494143
0.007905596,0.752383643,7801.177059,1001.387776,214.659111,0.414546342,2544.021776
0.007906695,1.050328763,13208.27428,1940.620942,240.7761543,-0.003898517,1934.327924
0.007906886,4.040392171,11804.5121,2941.779091,313.0778293,0.301071762,616.2496705
0.007907009,3.74389047,11463.66577,2973.16928,228.5882836,0.165784171,1208.384736
0.007907082,0.956770551,10092.17964,1033.830589,84.57269097,0.180136903,2419.69667
0.007907673,3.059276876,9576.245092,4182.271433,225.141501,0.165521768,1710.90833
0.007908219,6.342744586,16780.46028,3217.715143,246.378803,0.319811389,832.3246309
0.007908248,3.168050816,9349.735617,1866.962977,199.5859749,0.303329883,1187.166034
0.007911078,2.404160803,2941.377537,1016.797632,149.611613,0.714130128,1269.154703
0.007915483,5.986269933,13302.13598,2594.683755,216.1230721,0.301723018,746.170251
0.00791555,3.589013642,14256.32654,1001.060439,141.741876,0.354054491,749.4947783
0.007915557,2.956553083,2914.200425,1256.406761,234.938814,0.62398989,970.5959482
0.007917042,0.242885336,6875.044856,1958.067313,123.9972736,-0.135217112,8135.218857
0.007917206,3.086354647,13579.63383,1911.513288,327.7344648,0.321513993,540.8641123
0.007917384,2.935667347,10538.35745,1013.908541,283.903577,0.631783932,615.1934567
0.007917425,0.388584242,2542.97785,4407.072222,105.5608289,-0.084487316,8335.65158
0.007919521,2.916034638,15394.51573,1005.311475,297.0006212,0.352891707,467.7047042
0.007920001,0.964323026,5261.259823,506.5457738,59.5341525,0.75737473,2140.653655
0.007920421,1.9361468,5878.263376,1902.487068,173.6424964,0.435594373,2261.230562
0.007921368,0.772738596,15038.77361,967.5234097,257.308479,0.111692151,1529.929756
0.007921869,5.439758338,19980.35225,1966.379112,310.9847518,0.388496857,569.2911508
0.007923129,0.419720538,2931.376367,4902.621101,46.52640561,-0.186100534,11870.96415
0.007923195,1.997918907,2024.123148,1315.88798,109.4312704,0.59712721,1939.468813
0.007925799,1.610662421,14488.87186,3322.627933,292.9898174,0.12131605,1535.473354
0.007926196,1.066993478,9811.697124,4126.325919,308.0657545,0.13022326,1842.181366
0.007927407,0.988354695,620.1544043,149.7177657,76.82701986,0.816565165,627.6459493
0.007927455,0.792422292,2857.459686,1666.419325,154.434729,0.420302376,4559.405368
0.007927863,0.976724767,17766.12407,1008.066274,275.8554682,0.091603887,1106.04389
0.007928203,3.393818419,16434.607,3082.260794,334.3441748,0.333669237,666.1536838
0.007928443,1.537403729,14669.92268,2608.08509,219.7362736,0.028212473,2308.881838
0.0079288,2.464017662,7834.737421,1604.818097,232.3803759,0.447312625,1203.944848
0.007929728,1.555035619,8141.442621,1017.747463,253.3026067,0.640703311,1409.7609
0.007930725,2.843212579,9676.028583,1965.621631,195.9340878,0.336551324,1332.41401
0.007931292,10.73420264,9280.191325,1013.593998,77.77671131,0.612782226,347.7173128
0.007931939,2.163314729,18456.00617,3099.982849,352.152095,0.311242621,1083.69
0.007932732,1.504971283,9921.148914,3218.927847,212.8600086,0.104321774,2181.809925
0.007933148,2.062712455,12416.62932,733.3746949,226.2871471,0.609809039,937.5373528
0.007933409,2.981085996,6664.45389,4032.352443,235.9901524,0.246214634,1841.732008
0.007936516,1.851571734,2996.04387,1541.478419,193.4672257,0.543485185,1954.659505
0.007937171,1.851059377,6948.145888,3888.271399,284.9686051,0.263603461,2002.606962
0.007938064,1.07829146,12061.4765,964.340257,206.994484,0.297525933,1713.983447
0.007939259,3.44604202,14719.58196,981.2833295,79.12256786,0.320744594,897.4393017
0.007939711,7.187689977,18507.87402,1037.893029,117.3542614,0.463082658,449.0873778
0.007941582,0.993422624,14264.62157,2053.036349,315.5006398,0.167557506,1443.309318
0.00794183,0.802515728,9510.194488,1561.881746,124.128871,0.084214132,3725.31572
0.007942004,6.429834187,11823.52906,990.8201884,183.0917281,0.479273305,420.6664052
0.00794313,5.506601322,14487.93338,1016.071951,141.369302,0.476956447,589.4528447
0.007943365,0.49265084,366.6291869,202.3161477,61.46640605,0.620449723,1261.445133
0.007943691,1.601835424,7508.856722,2665.816095,178.9400849,0.173658431,2539.365879
0.007944946,0.788969596,2804.956318,1010.350504,121.6525421,0.544981311,3760.711926
0.007946035,2.469226043,10663.08342,3886.685439,295.9330704,0.250081351,1240.949788
0.007946136,1.628207169,6107.216558,2262.984581,175.8669647,0.286385922,2483.289946
0.007947025,0.95041945,6519.968457,1036.21176,110.8520661,0.396271855,2887.642478
0.007947548,3.000589379,17835.58622,1007.930209,300.6333806,0.385137287,487.5033005
0.007947638,1.865485044,10081.75998,2452.182862,293.9291297,0.302404327,1236.506365
0.007947772,2.381161607,14958.42237,2801.651965,226.0420229,0.124061569,1553.983812
0.007948041,1.044151267,6896.570258,3904.640898,239.9185977,0.098731832,2909.090236
0.007948401,3.037422245,13472.24408,1007.904628,156.5905578,0.340354793,872.9949543
0.007948734,0.998228845,6927.477606,502.2909719,225.1038057,0.810374505,1412.96382
0.007950428,6.716229015,17491.08181,977.6288241,301.7035528,0.506372992,225.1878413
0.007951248,1.946147634,13077.67441,1001.797348,272.4136348,0.381832032,846.7713515
0.007953097,4.890584443,6899.864989,969.6713121,269.2241643,0.809728703,504.9024092
0.007953495,1.866225466,10015.27211,1970.625876,167.0238914,0.199992641,1771.181727
0.007953811,0.998571604,9867.294417,2068.187334,218.0424423,0.154873692,2465.870515
0.007953847,2.479865635,14571.00036,2750.269886,241.1050853,0.121181143,1565.515114
0.007954296,0.25297785,7051.736856,3026.47688,158.7864293,-0.14641805,7877.716883
0.0079547,3.009903134,12336.84482,1419.170036,260.8810641,0.381953839,799.2773034
0.007956117,0.94390551,2934.045313,622.6656632,49.99464877,0.685201857,2581.780212
0.007956263,1.650303507,13500.10491,3404.21055,321.2495832,0.183666024,1291.899966
0.007957898,2.106063279,2587.312971,280.219057,95.11332217,0.981396208,618.1154927
0.007958284,3.604575267,3074.437165,2933.842376,176.0846056,0.373130657,1544.400827
0.007958504,3.715179578,2072.725443,963.8966648,111.7313642,0.648461594,921.1709969
0.007958659,3.052446382,5084.680101,1553.5066,245.2535486,0.555517863,1072.924485
0.007959586,1.701565776,9972.359492,3611.132994,271.7984202,0.16009051,1883.395865
0.007960489,2.929462183,12372.08562,988.9112897,254.9784016,0.478918675,605.3515029
0.007960754,6.051719203,17925.49166,985.2983642,160.0464231,0.438290204,439.063003
0.007961176,1.585583837,15030.64708,2235.118377,246.5308699,0.08784768,1729.548918
0.007962834,4.887346491,16297.43521,1022.560216,251.2180122,0.460542858,404.9333111
0.007963021,1.547139377,7859.256798,1723.936888,250.2024408,0.442935108,1522.589638
0.007963041,0.391090553,476.1816191,4602.613602,63.96324179,-0.030645215,6887.882631
0.007963217,2.60614034,3153.100351,2012.187465,186.9785771,0.466743119,1710.413686
0.0079634,0.491499941,406.0985893,199.7304828,58.0864525,0.557697407,1248.241384
0.007963532,5.046231955,13494.0092,2370.790182,332.9241434,0.345129597,379.2293103
0.007963665,1.468566,14798.96924,1617.792024,332.1549684,0.255935029,720.5611491
0.007965885,1.585952173,13143.76749,1022.064784,211.789733,0.34119338,1216.634338
0.007965978,0.783172184,5007.092241,3267.324927,232.158384,0.178168942,3469.356345
0.00796738,2.004391819,11706.99427,2075.645455,136.8554169,0.113070393,2021.845137
0.007969141,1.655534058,10096.10422,3453.851007,256.9518421,0.150615747,1925.314886
0.007970319,1.04330896,9440.210021,2017.03603,220.3503494,0.141799829,2579.752115
0.007971046,0.395801376,963.7439276,1482.616372,25.76872948,0.073204499,5792.825297
0.007971081,1.482585542,7964.52066,4829.214328,245.8173833,0.082628428,2290.469403
0.007971668,1.001217751,6715.530111,3920.45189,115.1517846,-0.035784568,5342.896771
0.007971977,2.080134227,12104.05075,1010.066835,266.8831435,0.46330525,799.594266
0.007972105,0.785024288,8221.646803,1655.538093,233.7500632,0.244610786,2794.409687
0.007973087,5.598783185,15538.28376,1046.879903,346.3994475,0.538663498,236.8923337
0.007973527,1.041817736,15304.74378,2024.233787,254.2418872,0.022277842,2126.981769
0.007974247,0.608058905,101.9574876,57.00562158,30.23675535,0.686933192,379.7631374
0.007975169,1.941066375,2943.69522,1709.294518,192.3434314,0.558833693,1934.956804
0.007975636,5.925085007,13264.52444,3971.647447,223.3265325,0.265663786,1223.011866
0.007976272,3.049326023,6584.333088,1957.412275,259.254666,0.495703274,1111.192971
0.007976946,1.624130774,9593.266131,999.9492956,209.361055,0.46704691,1586.832052
0.007977225,1.989014553,9671.581442,3878.109056,319.9689461,0.221997249,1381.58351
0.007977973,1.008176922,9843.641066,502.0271608,70.44022207,0.556923549,1805.851991
0.007978749,2.406775148,13090.44708,1561.033631,89.15131849,0.168800248,1793.142699
0.007980211,3.547276522,13787.85735,4008.624851,234.0600057,0.158963193,1610.980232
0.007981106,6.025030872,16814.98036,1050.084827,150.1660125,0.430021644,518.99637
0.00798117,1.991508455,17398.06631,960.5883906,214.5450807,0.186139764,901.9423663
0.00798215,1.649092266,17587.83125,3609.200973,345.8116332,0.252443228,1290.147499
0.007983721,1.022541614,16766.0499,4065.203223,276.3647994,-0.055941488,3439.399833
0.007985359,1.827012985,2933.280125,2070.139404,128.2845516,0.421595845,2432.414512
0.007987288,2.017951008,4962.381859,1245.223637,251.6251192,0.641945817,1382.377642
0.007987712,1.526651109,15176.48014,2613.958534,186.7257549,-0.005043974,2830.441647
0.007990076,2.949844682,9889.485842,1033.675417,229.6120286,0.541870999,777.0544728
0.007990772,5.895505779,11967.65046,1038.546067,205.5856808,0.466635778,406.3485701
0.007990793,0.599394188,6544.116987,2028.498743,184.8738974,0.108620853,4504.948806
0.007990802,0.809404754,10125.39171,1012.443534,151.6466808,0.220436903,2431.703541
0.007991402,0.777404527,4669.524664,993.2244772,209.6926058,0.556485826,3122.972724
0.007992549,5.452465258,17754.66921,1386.527784,346.2632303,0.392560886,260.1569448
0.007992918,1.638927819,7884.621051,1035.145878,205.844374,0.615187718,1736.013881
0.007993102,6.30291991,14053.71884,2837.865751,309.228346,0.348818235,526.3277137
0.007993163,1.369948464,2987.001012,3715.038706,176.8878241,0.213218447,3535.972408
0.007993284,3.948083498,10666.3749,4963.014342,215.0810361,0.126024122,1607.627919
0.007994031,5.778990858,6922.915444,1043.600111,187.708281,0.78450731,583.3998015
0.007994505,5.715583524,14185.91282,2028.682189,212.9635909,0.270314531,738.8699381
0.007995068,5.486645522,17359.01842,1006.461993,113.9550174,0.33984947,563.516386
0.007995179,5.512041294,13953.07702,1010.165973,114.9985029,0.437925522,619.8164429
0.007995193,6.006042177,12144.33321,1000.570037,252.1736835,0.426192563,305.9025038
0.007996616,0.998120553,795.7173939,105.2661912,92.39009145,0.798526986,391.2664453
0.007997009,5.376243342,16216.21145,2202.913597,269.3213702,0.294835825,649.2500082
0.00799711,1.517211844,9783.125146,4971.411886,281.2087848,0.104026525,1855.303063
0.007997577,0.979379367,18231.51586,464.4367194,158.2480112,0.142412368,1120.030203
